study,sia_sample_id,sample_year,sample_date,sample_hitch,stream_name,site_id,compartment,resource,taxon_code,length_mm,weight_g,sex,d13C,d15N,CN
Maitland,B0582,2016,9/8/16,H2,Laramie,LR06,invert,invert,Elmidae-larvae,NA,NA,NA,-29.917486,5.1045265,3.573459022
Maitland,B0589,2016,9/8/16,H2,Laramie,LR06,invert,invert,Simulidae,NA,NA,NA,-29.092918,6.3460885,5.674204946
Maitland,B0587,2016,9/8/16,H2,Laramie,LR06,invert,invert,Baetidae,NA,NA,NA,-29.6800185,6.61429,5.428129773
Maitland,B0586,2016,9/8/16,H2,Laramie,LR06,invert,invert,Baetidae,NA,NA,NA,-29.7204385,6.6715465,4.922798155
Maitland,B0590,2016,9/8/16,H2,Laramie,LR06,invert,invert,Gammarus,NA,NA,NA,-27.655987,7.725267,5.546253044
Maitland,B0736,2016,9/8/16,H2,Laramie,LR06,invert,invert,Dytiscidae,NA,NA,NA,-28.186713,5.7886844,5.403919322
Maitland,B0723,2016,8/30/16,H3,Laramie,LR06,invert,invert,Hydropyschidae,NA,NA,NA,-28.205991,8.0963595,4.312441642
Maitland,B0727,2016,8/30/16,H3,Laramie,LR06,invert,invert,Tipulidae,NA,NA,NA,-28.0798285,8.7633585,4.471051441
Maitland,B0722,2016,8/30/16,H3,Laramie,LR06,invert,invert,Elmidae-larvae,NA,NA,NA,-27.2340351,5.775884,4.736877963
Maitland,B0726,2016,8/30/16,H3,Laramie,LR06,invert,invert,Chironomidae,NA,NA,NA,-27.5327879,7.712785,4.811571888
Maitland,B0734,2016,8/30/16,H3,Laramie,LR06,invert,invert,Perlidae,NA,NA,NA,-28.1807585,7.107879,4.458202918
Maitland,B0721,2016,8/30/16,H3,Laramie,LR06,invert,invert,Heptaganeidae,NA,NA,NA,-28.5370414,6.529012,5.639594186
Maitland,B0735,2016,8/30/16,H3,Laramie,LR06,invert,invert,Physidae,NA,NA,NA,-26.5234879,5.7528495,4.413902517
Maitland,B0729,2016,8/30/16,H3,Laramie,LR06,invert,invert,Gomphidae,NA,NA,NA,-29.1769376,8.708276,5.271631302
Maitland,B0720,2016,8/30/16,H3,Laramie,LR06,invert,invert,Simulidae,NA,NA,NA,-28.6147575,6.5280105,5.506498196
Maitland,B0732,2016,8/30/16,H3,Laramie,LR06,invert,invert,Simulidae,NA,NA,NA,-30.0156659,7.1489405,5.857706376
Maitland,B0719,2016,8/30/16,H3,Laramie,LR06,invert,invert,Baetidae,NA,NA,NA,-27.9294428,7.2811385,5.018405954
Maitland,B0717,2016,8/30/16,H3,Laramie,LR06,invert,invert,Baetidae,NA,NA,NA,-28.1313028,7.232065,5.130306773
Maitland,B0728,2016,8/30/16,H3,Laramie,LR06,invert,invert,Gammarus,NA,NA,NA,-25.6353039,6.2796385,4.728872239
Maitland,B0742,2016,8/4/16,H2,MedBow,MB01,invert,invert,Hydropyschidae,NA,NA,NA,-23.8785723,2.855232,4.768025507
Maitland,B0743,2016,8/4/16,H2,MedBow,MB01,invert,invert,Hydropyschidae,NA,NA,NA,-24.0543645,3.308036,4.829033355
Maitland,B0744,2016,8/4/16,H2,MedBow,MB01,invert,invert,Brachycentridae,NA,NA,NA,-23.9422212,1.469712,5.099772687
Maitland,B0405,2016,8/4/16,H2,MedBow,MB01,invert,invert,Tipulidae,NA,NA,NA,-23.710749,0.0315076,4.617936624
Maitland,B0406,2016,8/4/16,H2,MedBow,MB01,invert,invert,Tipulidae,NA,NA,NA,-24.4476701,4.3033488,5.402016145
Maitland,B0410,2016,8/4/16,H2,MedBow,MB01,invert,invert,Elmidae-larvae,NA,NA,NA,-23.6956275,0.3427875,4.383733342
Maitland,B0741,2016,8/4/16,H2,MedBow,MB01,invert,invert,Perlodidae,NA,NA,NA,-24.2432906,0.313104,5.043982948
Maitland,B0407,2016,8/4/16,H2,MedBow,MB01,invert,invert,Chironomidae,NA,NA,NA,-24.275285,1.0824526,4.722565228
Maitland,B0739,2016,8/4/16,H2,MedBow,MB01,invert,invert,Perlidae,NA,NA,NA,-22.5389145,4.888332,3.752341461
Maitland,B0740,2016,8/4/16,H2,MedBow,MB01,invert,invert,Perlidae,NA,NA,NA,-23.8735208,2.789972,4.220700619
Maitland,B0747,2016,8/4/16,H2,MedBow,MB01,invert,invert,Heptaganeidae,NA,NA,NA,-27.2239775,1.2836335,4.946793704
Maitland,B0404,2016,8/4/16,H2,MedBow,MB01,invert,invert,Leptophlebiidae,NA,NA,NA,-24.1361988,1.713684,4.930949284
Maitland,B0408,2016,8/4/16,H2,MedBow,MB01,invert,invert,Simulidae,NA,NA,NA,-23.3256548,1.799097,4.074252342
Maitland,B0403,2016,8/4/16,H2,MedBow,MB01,invert,invert,Baetidae,NA,NA,NA,-22.8834268,1.318108,4.271222159
Maitland,B0257,2016,8/24/16,H3,MedBow,MB01,invert,invert,Hydropyschidae,NA,NA,NA,-24.4282684,3.2431758,5.238928181
Maitland,B0257,2016,8/24/16,H3,MedBow,MB01,invert,invert,Hydropyschidae,NA,NA,NA,-24.5041984,3.0925608,5.558029354
Maitland,B0261,2016,8/24/16,H3,MedBow,MB01,invert,invert,Brachycentridae,NA,NA,NA,-26.978504,0.8724957,7.62324534
Maitland,B0267,2016,8/24/16,H3,MedBow,MB01,invert,invert,Tipulidae,NA,NA,NA,-23.9797752,3.7110864,5.075016987
Maitland,B0267,2016,8/24/16,H3,MedBow,MB01,invert,invert,Tipulidae,NA,NA,NA,-23.8137416,3.8295702,4.845799973
Maitland,B0274,2016,8/24/16,H3,MedBow,MB01,invert,invert,Elmidae-adult,NA,NA,NA,-24.6641576,0.0692157,4.644012229
Maitland,B0265,2016,8/24/16,H3,MedBow,MB01,invert,invert,Perlodidae,NA,NA,NA,-24.503186,4.058505,4.890592089
Maitland,B0268,2016,8/24/16,H3,MedBow,MB01,invert,invert,Chironomidae,NA,NA,NA,-24.8160176,0.3242571,5.193079634
Maitland,B0268,2016,8/24/16,H3,MedBow,MB01,invert,invert,Chironomidae,NA,NA,NA,-23.5808896,0.6877413,4.933471357
Maitland,B0263,2016,8/24/16,H3,MedBow,MB01,invert,invert,Perlidae,NA,NA,NA,-23.8876468,2.3645883,4.467450942
Maitland,B0280,2016,8/24/16,H3,MedBow,MB01,invert,invert,Perlidae,NA,NA,NA,-25.4100376,3.1487904,6.073617245
Maitland,B0279,2016,8/24/16,H3,MedBow,MB01,invert,invert,Heptaganeidae,NA,NA,NA,-27.0979672,1.5823944,4.789340346
Maitland,B0279,2016,8/24/16,H3,MedBow,MB01,invert,invert,Heptaganeidae,NA,NA,NA,-27.5191256,1.4849967,4.929664105
Maitland,B0278,2016,8/24/16,H3,MedBow,MB01,invert,invert,Leptophlebiidae,NA,NA,NA,-24.7451496,1.3333776,5.700026198
Maitland,B0269,2016,8/24/16,H3,MedBow,MB01,invert,invert,Simulidae,NA,NA,NA,-23.3308268,2.2461045,4.446139613
Maitland,B0269,2016,8/24/16,H3,MedBow,MB01,invert,invert,Simulidae,NA,NA,NA,-23.5687408,2.0583378,4.62481595
Maitland,B0277,2016,8/24/16,H3,MedBow,MB01,invert,invert,Baetidae,NA,NA,NA,-26.7800736,1.6074969,5.035627414
Maitland,B0277,2016,8/24/16,H3,MedBow,MB01,invert,invert,Baetidae,NA,NA,NA,-25.4072592,1.3454268,6.212246585
Maitland,B0283,2016,8/24/16,H3,MedBow,MB01,invert,invert,Ameletidae,NA,NA,NA,-26.5897424,0.8283153,4.960323681
Maitland,B0258,2016,8/24/16,H3,MedBow,MB01,invert,invert,Odontoceridae,NA,NA,NA,-28.3229712,-0.4007031,9.554286013
Maitland,B0608,2016,8/4/16,H2,MedBow,MB02,invert,invert,Pteronarcidae,NA,NA,NA,-29.1634516,3.677508,4.137079511
Maitland,B0607,2016,8/4/16,H2,MedBow,MB02,invert,invert,Hydropyschidae,NA,NA,NA,-27.6490119,4.342156,4.259247736
Maitland,B0290,2016,NA,H2,MedBow,MB02,invert,invert,Brachycentridae,NA,NA,NA,-29.4865344,5.7608744,7.986514843
Maitland,B0290,2016,NA,H2,MedBow,MB02,invert,invert,Brachycentridae,NA,NA,NA,-28.8595904,5.9550102,6.586856686
Maitland,B0622,2016,8/4/16,H2,MedBow,MB02,invert,invert,Brachycentridae,NA,NA,NA,-28.2056872,4.534924,5.047311848
Maitland,B0618,2016,8/4/16,H2,MedBow,MB02,invert,invert,Tipulidae,NA,NA,NA,-22.7046037,1.348228,2.789834281
Maitland,B0615,2016,8/4/16,H2,MedBow,MB02,invert,invert,Athericidae,NA,NA,NA,-27.9167414,5.528884,5.594740558
Maitland,B0610,2016,8/4/16,H2,MedBow,MB02,invert,invert,Elmidae-larvae,NA,NA,NA,-28.1218323,1.6424,4.802334703
Maitland,B0611,2016,8/4/16,H2,MedBow,MB02,invert,invert,Elmidae-adult,NA,NA,NA,-27.221655,1.515896,4.714216893
Maitland,B0619,2016,8/4/16,H2,MedBow,MB02,invert,invert,Chironomidae,NA,NA,NA,-25.1151795,1.532964,4.769773715
Maitland,B0614,2016,8/4/16,H2,MedBow,MB02,invert,invert,Physidae,NA,NA,NA,-24.7128831,3.495784,3.394798634
Maitland,B0287,2016,NA,H2,MedBow,MB02,invert,invert,Simulidae,NA,NA,NA,-27.7482816,2.6907268,7.788070646
Maitland,B0616,2016,8/4/16,H2,MedBow,MB02,invert,invert,Simulidae,NA,NA,NA,-26.3184468,2.975712,4.058289847
Maitland,B0284,2016,NA,H2,MedBow,MB02,invert,invert,Baetidae,NA,NA,NA,-31.4634304,3.5303141,9.395610399
Maitland,B0284,2016,NA,H2,MedBow,MB02,invert,invert,Baetidae,NA,NA,NA,-30.9376064,3.3892154,9.005045778
Maitland,B0292,2016,NA,H2,MedBow,MB02,invert,invert,Baetidae,NA,NA,NA,-31.638368,3.9506081,6.262168495
Maitland,B0620,2016,8/4/16,H2,MedBow,MB02,invert,invert,Baetidae,NA,NA,NA,-29.1957812,3.608232,4.847471146
Maitland,B0617,2016,8/4/16,H2,MedBow,MB02,invert,invert,Baetidae,NA,NA,NA,-29.9848255,4.017488,4.500449265
Maitland,B0609,2016,8/4/16,H2,MedBow,MB02,invert,invert,Dytiscidae,NA,NA,NA,-28.5057463,4.105212,4.324542581
Maitland,B0288,2016,NA,H2,MedBow,MB02,invert,invert,Corixidae,NA,NA,NA,-27.8291776,3.8985717,4.935672621
Maitland,B0288,2016,NA,H2,MedBow,MB02,invert,invert,Corixidae,NA,NA,NA,-27.785696,3.6964303,4.876123273
Maitland,B0286,2016,NA,H2,MedBow,MB02,invert,invert,Ameletidae,NA,NA,NA,-29.7969728,4.8492367,7.471744879
Maitland,B0821,2016,8/24/16,H3,MedBow,MB02,invert,invert,Pteronarcidae,NA,NA,NA,-28.5486209,3.3795181,4.398165933
Maitland,B0831,2016,8/24/16,H3,MedBow,MB02,invert,invert,Hydropyschidae,NA,NA,NA,-25.7541677,4.4194532,4.237341345
Maitland,B0832,2016,8/24/16,H3,MedBow,MB02,invert,invert,Hydropyschidae,NA,NA,NA,-26.4174975,3.9620419,4.398395132
Maitland,B0840,2016,8/24/16,H3,MedBow,MB02,invert,invert,Tipulidae,NA,NA,NA,-26.5989555,4.2482993,4.569391849
Maitland,B0839,2016,8/24/16,H3,MedBow,MB02,invert,invert,Athericidae,NA,NA,NA,-27.0405033,5.312256,5.128939441
Maitland,B0841,2016,8/24/16,H3,MedBow,MB02,invert,invert,Athericidae,NA,NA,NA,-27.9709796,4.8408321,5.978306018
Maitland,B0835,2016,8/24/16,H3,MedBow,MB02,invert,invert,Elmidae-larvae,NA,NA,NA,-25.5666611,2.0202959,4.689923585
Maitland,B0837,2016,8/24/16,H3,MedBow,MB02,invert,invert,Elmidae-larvae,NA,NA,NA,-28.8413035,0.9760315,6.613267128
Maitland,B0827,2016,8/24/16,H3,MedBow,MB02,invert,invert,Elmidae-larvae,NA,NA,NA,-25.7754465,1.378836,5.363084259
Maitland,B0828,2016,8/24/16,H3,MedBow,MB02,invert,invert,Elmidae-adult,NA,NA,NA,-26.596983,1.268341,5.034176074
Maitland,B0834,2016,8/24/16,H3,MedBow,MB02,invert,invert,Chironomidae,NA,NA,NA,-25.8267509,2.649862,5.2964478
Maitland,B0826,2016,8/24/16,H3,MedBow,MB02,invert,invert,Physidae,NA,NA,NA,-23.761154,2.9621428,5.036501596
Maitland,B0833,2016,8/24/16,H3,MedBow,MB02,invert,invert,Simulidae,NA,NA,NA,-26.8630777,2.7019088,4.838546254
Maitland,B0824,2016,8/24/16,H3,MedBow,MB02,invert,invert,Gammarus,NA,NA,NA,-26.0058405,5.1366705,4.316393026
Maitland,B0829,2016,8/24/16,H3,MedBow,MB02,invert,invert,Dytiscidae,NA,NA,NA,-28.872629,5.967392,6.205953183
Maitland,B0823,2016,8/24/16,H3,MedBow,MB02,invert,invert,Corixidae,NA,NA,NA,-25.1472915,3.9180023,4.033013541
Maitland,B0665,2016,NA,H2,MedBow,MB03,invert,invert,Pteronarcidae,NA,NA,NA,-29.6726428,6.539912,4.440787142
Maitland,B0666,2016,NA,H2,MedBow,MB03,invert,invert,Hydropyschidae,NA,NA,NA,-30.1555662,4.607212,5.180882509
Maitland,B0667,2016,NA,H2,MedBow,MB03,invert,invert,Hydropyschidae,NA,NA,NA,-30.4525944,6.16542,4.941785692
Maitland,B0819,2016,NA,H2,MedBow,MB03,invert,invert,Tipulidae,NA,NA,NA,-27.757114,6.987696,3.984473575
Maitland,B0820,2016,NA,H2,MedBow,MB03,invert,invert,Athericidae,NA,NA,NA,-27.6651767,5.933496,4.298680263
Maitland,B0659,2016,NA,H2,MedBow,MB03,invert,invert,Elmidae-adult,NA,NA,NA,-27.6199102,1.883344,4.688959813
Maitland,B0818,2016,NA,H2,MedBow,MB03,invert,invert,Chironomidae,NA,NA,NA,-29.5402935,6.564008,4.618415589
Maitland,B0812,2016,NA,H2,MedBow,MB03,invert,invert,Heptaganeidae,NA,NA,NA,-29.3059039,4.841144,5.512696041
Maitland,B0658,2016,NA,H2,MedBow,MB03,invert,invert,Simulidae,NA,NA,NA,-31.5538214,4.936524,5.016460928
Maitland,B0813,2016,NA,H2,MedBow,MB03,invert,invert,Baetidae,NA,NA,NA,-31.6011085,6.44152,5.439814781
Maitland,B0668,2016,NA,H2,MedBow,MB03,invert,invert,Ephemeridae,NA,NA,NA,-29.1321323,4.976684,6.813454588
Maitland,B0669,2016,NA,H2,MedBow,MB03,invert,invert,Ephemeridae,NA,NA,NA,-30.6091909,5.488724,6.541809552
Maitland,B0670,2016,NA,H2,MedBow,MB03,invert,invert,Ephemeridae,NA,NA,NA,-29.2634713,5.325072,4.473444435
Maitland,B0660,2016,NA,H2,MedBow,MB03,invert,invert,Dytiscidae,NA,NA,NA,-26.6366913,0.963696,5.110706592
Maitland,B0661,2016,NA,H2,MedBow,MB03,invert,invert,Dytiscidae,NA,NA,NA,-30.0363508,2.38834,4.909575646
Maitland,B0662,2016,NA,H2,MedBow,MB03,invert,invert,Corixidae,NA,NA,NA,-29.9262281,6.588104,4.397855443
Maitland,B0814,2016,NA,H2,MedBow,MB03,invert,invert,Leptohyphidae,NA,NA,NA,-29.0583804,3.89638,5.183125826
Maitland,B0328,2016,8/25/16,H3,MedBow,MB03,invert,invert,Pteronarcidae,NA,NA,NA,-30.5675072,5.3325748,4.908236585
Maitland,B0333,2016,8/25/16,H3,MedBow,MB03,invert,invert,Hydropyschidae,NA,NA,NA,-31.1408576,4.9723228,6.439999441
Maitland,B0333,2016,8/25/16,H3,MedBow,MB03,invert,invert,Hydropyschidae,NA,NA,NA,-31.001312,4.6971303,6.129667928
Maitland,B0334,2016,8/25/16,H3,MedBow,MB03,invert,invert,Hydropyschidae,NA,NA,NA,-30.96592,5.2435125,5.832392339
Maitland,B0334,2016,8/25/16,H3,MedBow,MB03,invert,invert,Hydropyschidae,NA,NA,NA,-30.8840128,5.3575923,5.435484387
Maitland,B0332,2016,8/25/16,H3,MedBow,MB03,invert,invert,Hydropyschidae,NA,NA,NA,-31.5301696,3.5543309,6.804045825
Maitland,B0332,2016,8/25/16,H3,MedBow,MB03,invert,invert,Hydropyschidae,NA,NA,NA,-30.9800768,4.4229385,5.845874322
Maitland,B0298,2016,8/25/16,H3,MedBow,MB03,invert,invert,Tipulidae,NA,NA,NA,-29.0272355,5.9402705,5.199456486
Maitland,B0339,2016,8/25/16,H3,MedBow,MB03,invert,invert,Athericidae,NA,NA,NA,-29.4632768,7.0537788,4.642532553
Maitland,B0299,2016,8/25/16,H3,MedBow,MB03,invert,invert,Athericidae,NA,NA,NA,-29.2677345,7.170783,4.827541534
Maitland,B0295,2016,8/25/16,H3,MedBow,MB03,invert,invert,Elmidae-adult,NA,NA,NA,-29.2489024,2.3855133,5.213223179
Maitland,B0300,2016,8/25/16,H3,MedBow,MB03,invert,invert,Chironomidae,NA,NA,NA,-29.6422592,4.8552409,5.763967825
Maitland,B0338,2016,8/25/16,H3,MedBow,MB03,invert,invert,Heptaganeidae,NA,NA,NA,-29.7585472,5.2435125,5.232340039
Maitland,B0326,2016,8/25/16,H3,MedBow,MB03,invert,invert,Gomphidae,NA,NA,NA,-30.4977344,6.8506367,6.187363933
Maitland,B0326,2016,8/25/16,H3,MedBow,MB03,invert,invert,Gomphidae,NA,NA,NA,-30.5796416,6.8846605,6.266491563
Maitland,B0325,2016,8/25/16,H3,MedBow,MB03,invert,invert,Gomphidae,NA,NA,NA,-30.1438144,7.2519174,5.495959262
Maitland,B0325,2016,8/25/16,H3,MedBow,MB03,invert,invert,Gomphidae,NA,NA,NA,-29.9486528,7.8858712,5.322198629
Maitland,B0301,2016,8/25/16,H3,MedBow,MB03,invert,invert,Simulidae,NA,NA,NA,-31.870944,4.3829105,4.156550934
Maitland,B0341,2016,8/25/16,H3,MedBow,MB03,invert,invert,Baetidae,NA,NA,NA,-32.3694656,4.918285,6.129284961
Maitland,B0337,2016,8/25/16,H3,MedBow,MB03,invert,invert,Ephemeridae,NA,NA,NA,-29.8849472,4.0987117,7.098105353
Maitland,B0296,2016,8/25/16,H3,MedBow,MB03,invert,invert,Dytiscidae,NA,NA,NA,-29.7494464,4.9112801,5.19603038
Maitland,B0327,2016,8/25/16,H3,MedBow,MB03,invert,invert,Corixidae,NA,NA,NA,-29.0921664,4.5450239,4.94038108
Maitland,B0336,2016,8/25/16,H3,MedBow,MB03,invert,invert,Leptohyphidae,NA,NA,NA,-29.2762048,1.8684107,6.920991389
Maitland,B0336,2016,8/25/16,H3,MedBow,MB03,invert,invert,Leptohyphidae,NA,NA,NA,-29.2033984,3.6153736,5.321638067
Maitland,B0646,2016,8/9/16,H2,MedBow,MB04,invert,invert,Hydropyschidae,NA,NA,NA,-29.9403723,6.950548,4.676643284
Maitland,B0654,2016,8/9/16,H2,MedBow,MB04,invert,invert,Elmidae-larvae,NA,NA,NA,-25.7274213,3.903408,3.355928662
Maitland,B0655,2016,8/9/16,H2,MedBow,MB04,invert,invert,Elmidae-adult,NA,NA,NA,-26.6336604,3.261852,5.364706863
Maitland,B0651,2016,8/9/16,H2,MedBow,MB04,invert,invert,Heptaganeidae,NA,NA,NA,-31.6215115,7.281868,5.531690792
Maitland,B0647,2016,8/9/16,H2,MedBow,MB04,invert,invert,Gomphidae,NA,NA,NA,-29.6251587,8.634256,4.142257523
Maitland,B0648,2016,8/9/16,H2,MedBow,MB04,invert,invert,Gomphidae,NA,NA,NA,-30.0161448,8.892284,4.640175104
Maitland,B0649,2016,8/9/16,H2,MedBow,MB04,invert,invert,Gomphidae,NA,NA,NA,-28.939165,9.165968,4.315675728
Maitland,B0353,2016,8/9/18,H2,MedBow,MB04,invert,invert,Simulidae,NA,NA,NA,-30.6332352,4.678117,5.067208837
Maitland,B0645,2016,8/9/16,H2,MedBow,MB04,invert,invert,Simulidae,NA,NA,NA,-29.8807646,5.229692,4.115553562
Maitland,B0650,2016,8/9/16,H2,MedBow,MB04,invert,invert,Baetidae,NA,NA,NA,-30.8658071,5.912412,7.672770529
Maitland,B0653,2016,8/9/16,H2,MedBow,MB04,invert,invert,Ephemeridae,NA,NA,NA,-30.3424717,6.540916,5.092607761
Maitland,B0656,2016,8/9/16,H2,MedBow,MB04,invert,invert,Dytiscidae,NA,NA,NA,-26.1058898,5.31602,3.639235203
Maitland,B0652,2016,8/9/16,H2,MedBow,MB04,invert,invert,Leptohyphidae,NA,NA,NA,-29.0260508,6.23068,5.190489892
Maitland,B0627,2016,8/25/16,H3,MedBow,MB04,invert,invert,Hydropyschidae,NA,NA,NA,-31.1694955,6.144184,5.443781573
Maitland,B0628,2016,8/25/16,H3,MedBow,MB04,invert,invert,Hydropyschidae,NA,NA,NA,-32.144628,6.3079175,6.026728171
Maitland,B0625,2016,8/25/16,H3,MedBow,MB04,invert,invert,Athericidae,NA,NA,NA,-26.1574155,4.7629965,3.682745094
Maitland,B0638,2016,8/25/16,H3,MedBow,MB04,invert,invert,Elmidae-larvae,NA,NA,NA,-29.153548,2.6155525,5.797514464
Maitland,B0623,2016,8/25/16,H3,MedBow,MB04,invert,invert,Elmidae-larvae,NA,NA,NA,-28.99591,2.5700045,4.945297024
Maitland,B0639,2016,8/25/16,H3,MedBow,MB04,invert,invert,Elmidae-adult,NA,NA,NA,-28.963574,4.96691,4.864710299
Maitland,B0642,2016,8/25/16,H3,MedBow,MB04,invert,invert,Elmidae-adult,NA,NA,NA,-30.2095205,3.6158575,5.258360367
Maitland,B0629,2016,8/25/16,H3,MedBow,MB04,invert,invert,Perlidae,NA,NA,NA,-30.151922,8.64338,4.854203039
Maitland,B0630,2016,8/25/16,H3,MedBow,MB04,invert,invert,Perlidae,NA,NA,NA,-31.7636695,8.159211,4.94919613
Maitland,B0643,2016,8/25/16,H3,MedBow,MB04,invert,invert,Heptaganeidae,NA,NA,NA,-29.3121965,5.9864775,4.578534019
Maitland,B0624,2016,8/25/16,H3,MedBow,MB04,invert,invert,Leptophlebiidae,NA,NA,NA,-28.213783,6.3501065,4.711845414
Maitland,B0644,2016,8/25/16,H3,MedBow,MB04,invert,invert,Leptophlebiidae,NA,NA,NA,-28.7685475,6.224544,5.679066161
Maitland,B0631,2016,8/25/16,H3,MedBow,MB04,invert,invert,Gomphidae,NA,NA,NA,-30.3509905,8.1823145,4.529829874
Maitland,B0632,2016,8/25/16,H3,MedBow,MB04,invert,invert,Gomphidae,NA,NA,NA,-30.0579455,8.110995,4.089275953
Maitland,B0633,2016,8/25/16,H3,MedBow,MB04,invert,invert,Gomphidae,NA,NA,NA,-29.739638,8.229526,5.032681353
Maitland,B0634,2016,8/25/16,H3,MedBow,MB04,invert,invert,Gomphidae,NA,NA,NA,-29.8194675,8.1943685,4.62958381
Maitland,B0636,2016,8/25/16,H3,MedBow,MB04,invert,invert,Gomphidae,NA,NA,NA,-30.725886,7.5233625,4.856930664
Maitland,B0635,2016,8/25/16,H3,MedBow,MB04,invert,invert,Gomphidae,NA,NA,NA,-29.974074,7.3867505,4.363868583
Maitland,B0637,2016,8/25/16,H3,MedBow,MB04,invert,invert,Gomphidae,NA,NA,NA,-30.125649,8.926649,5.12707471
Maitland,B0342,2016,8/25/16,H3,MedBow,MB04,invert,invert,Gomphidae,NA,NA,NA,-31.766701,7.53843,6.268339954
Maitland,B0343,2016,8/25/16,H3,MedBow,MB04,invert,invert,Baetidae,NA,NA,NA,-30.432841,4.629398,5.817553742
Maitland,B0626,2016,8/25/16,H3,MedBow,MB04,invert,invert,Baetidae,NA,NA,NA,-30.7976315,6.0909455,5.704258088
Maitland,B0641,2016,8/25/16,H3,MedBow,MB04,invert,invert,Ephemeridae,NA,NA,NA,-30.7895475,6.270751,5.039364631
Maitland,B0640,2016,8/25/16,H3,MedBow,MB04,invert,invert,Dytiscidae,NA,NA,NA,-25.0640545,3.7002355,2.44891451
Maitland,B0174,2016,7/21/16,H1,Sweetwater,SW01,invert,invert,Heptaganeidae,NA,NA,NA,-20.0094194,0.2881589,4.50368939
Maitland,B0359,2016,7/21/16,H1,Sweetwater,SW01,invert,invert,Heptaganeidae,NA,NA,NA,-18.8839452,2.8539284,4.940000019
Maitland,B0361,2016,7/21/16,H1,Sweetwater,SW01,invert,invert,Simulidae,NA,NA,NA,-23.6571934,1.1964313,6.244231132
Maitland,B0355,2016,7/21/16,H1,Sweetwater,SW01,invert,invert,Baetidae,NA,NA,NA,-18.4010218,0.6592702,4.629799148
Maitland,B0432,2016,8/8/16,H2,Sweetwater,SW01,invert,invert,Hydropyschidae,NA,NA,NA,-18.6531113,2.3005479,4.687839857
Maitland,B0431,2016,8/8/16,H2,Sweetwater,SW01,invert,invert,Hydropyschidae,NA,NA,NA,-17.9414279,2.2164723,4.040468265
Maitland,B0433,2016,8/8/16,H2,Sweetwater,SW01,invert,invert,Hydropyschidae,NA,NA,NA,-20.5378063,2.785908,6.369338031
Maitland,B0430,2016,8/8/16,H2,Sweetwater,SW01,invert,invert,Tipulidae,NA,NA,NA,-17.9319465,2.794992,5.524725289
Maitland,B0603,2016,8/8/16,H2,Sweetwater,SW01,invert,invert,Elmidae-larvae,NA,NA,NA,-17.0974387,-0.036288,4.507886043
Maitland,B0604,2016,8/8/16,H2,Sweetwater,SW01,invert,invert,Elmidae-adult,NA,NA,NA,-18.9028448,-0.343512,4.635872169
Maitland,B0428,2016,8/8/16,H2,Sweetwater,SW01,invert,invert,Chironomidae,NA,NA,NA,-17.1903863,0.175556,4.869336671
Maitland,B0595,2016,8/8/16,H2,Sweetwater,SW01,invert,invert,Perlidae,NA,NA,NA,-18.367819,2.1113778,4.394078366
Maitland,B0594,2016,8/8/16,H2,Sweetwater,SW01,invert,invert,Perlidae,NA,NA,NA,-19.3134168,2.0913598,5.324839871
Maitland,B0601,2016,8/8/16,H2,Sweetwater,SW01,invert,invert,Baetidae,NA,NA,NA,-21.2386584,0.513904,4.552273384
Maitland,B0600,2016,8/8/16,H2,Sweetwater,SW01,invert,invert,Ameletidae,NA,NA,NA,-18.6684552,0.69864,5.297327684
Maitland,B0429,2016,8/8/16,H2,Sweetwater,SW01,invert,invert,Ceratopogonidae,NA,NA,NA,-16.1619009,2.416484,3.966005324
Maitland,B0132,2016,8/21/16,H3,Sweetwater,SW01,invert,invert,Tipulidae,NA,NA,NA,-17.9153728,3.0209578,4.520719653
Maitland,B0132,2016,8/21/16,H3,Sweetwater,SW01,invert,invert,Tipulidae,NA,NA,NA,-17.9750336,3.4262413,4.5
Maitland,B0139,2016,8/21/16,H3,Sweetwater,SW01,invert,invert,Elmidae-larvae,NA,NA,NA,-18.2864832,1.2790501,5.211268609
Maitland,B0139,2016,8/21/16,H3,Sweetwater,SW01,invert,invert,Elmidae-larvae,NA,NA,NA,-18.5372608,1.2610375,6.401518723
Maitland,B0140,2016,8/21/16,H3,Sweetwater,SW01,invert,invert,Elmidae-adult,NA,NA,NA,-19.9660864,-0.3403935,5.274364615
Maitland,B0140,2016,8/21/16,H3,Sweetwater,SW01,invert,invert,Elmidae-adult,NA,NA,NA,-19.1965632,-0.2583361,5.291621836
Maitland,B0162,2016,8/21/16,H3,Sweetwater,SW01,invert,invert,Perlodidae,NA,NA,NA,-19.670816,2.8478367,5.043803158
Maitland,B0163,2016,8/21/16,H3,Sweetwater,SW01,invert,invert,Perlodidae,NA,NA,NA,-19.6849728,2.4145336,5.630912
Maitland,B0134,2016,8/21/16,H3,Sweetwater,SW01,invert,invert,Chironomidae,NA,NA,NA,-18.1974976,0.8664507,5.771322399
Maitland,B0134,2016,8/21/16,H3,Sweetwater,SW01,invert,invert,Chironomidae,NA,NA,NA,-18.2763712,1.0705935,5.58637549
Maitland,B0152,2016,8/21/16,H3,Sweetwater,SW01,invert,invert,Baetidae,NA,NA,NA,-24.1288128,1.3067587,6.726722868
